104,25,35,76
143,22,38,81
220,37,33,64
401,21,36,82
476,21,37,80
513,25,40,77
33,230,36,74
270,228,41,72
306,227,42,73
349,222,36,78
387,226,41,77
429,225,36,71
101,225,44,80
188,210,39,95
